"rules" "support" "confidence" "coverage" "lift" "count"
"1" "{} => {4.3}" 0.0625994694960212 0.0625994694960212 1 1 236
"2" "{} => {1.9}" 0.0625994694960212 0.0625994694960212 1 1 236
"3" "{} => {4.5}" 0.0663129973474801 0.0663129973474801 1 1 250
"4" "{} => {2.7}" 0.0657824933687003 0.0657824933687003 1 1 248
"5" "{} => {2.2}" 0.0663129973474801 0.0663129973474801 1 1 250
"6" "{} => {4.1}" 0.0681697612732095 0.0681697612732095 1 1 257
"7" "{} => {3.8}" 0.0689655172413793 0.0689655172413793 1 1 260
"8" "{} => {2.4}" 0.0687002652519894 0.0687002652519894 1 1 259
"9" "{} => {1.6}" 0.0681697612732095 0.0681697612732095 1 1 257
"10" "{} => {2.1}" 0.0697612732095491 0.0697612732095491 1 1 263
"11" "{} => {1.7}" 0.0676392572944297 0.0676392572944297 1 1 255
"12" "{} => {4.7}" 0.0708222811671088 0.0708222811671088 1 1 267
"13" "{} => {4}" 0.0684350132625995 0.0684350132625995 1 1 258
"14" "{} => {3.2}" 0.0689655172413793 0.0689655172413793 1 1 260
"15" "{} => {3.6}" 0.0679045092838196 0.0679045092838196 1 1 256
"16" "{} => {2.6}" 0.0684350132625995 0.0684350132625995 1 1 258
"17" "{} => {2.9}" 0.070026525198939 0.070026525198939 1 1 264
"18" "{} => {3.5}" 0.0724137931034483 0.0724137931034483 1 1 273
"19" "{} => {2.3}" 0.0694960212201591 0.0694960212201591 1 1 262
"20" "{} => {3.7}" 0.0721485411140584 0.0721485411140584 1 1 272
"21" "{} => {4.2}" 0.0716180371352785 0.0716180371352785 1 1 270
"22" "{} => {3.4}" 0.0710875331564987 0.0710875331564987 1 1 268
"23" "{} => {4.9}" 0.0742705570291777 0.0742705570291777 1 1 280
"24" "{} => {1.4}" 0.073209549071618 0.073209549071618 1 1 276
"25" "{} => {3}" 0.0763925729442971 0.0763925729442971 1 1 288
"26" "{} => {1.8}" 0.0753315649867374 0.0753315649867374 1 1 284
"27" "{} => {2.5}" 0.0755968169761273 0.0755968169761273 1 1 285
"28" "{} => {2}" 0.0726790450928382 0.0726790450928382 1 1 274
"29" "{} => {4.6}" 0.0750663129973475 0.0750663129973475 1 1 283
"30" "{} => {1.5}" 0.0745358090185676 0.0745358090185676 1 1 281
"31" "{} => {4.4}" 0.0748010610079576 0.0748010610079576 1 1 282
"32" "{} => {1.2}" 0.0750663129973475 0.0750663129973475 1 1 283
"33" "{} => {2.8}" 0.0742705570291777 0.0742705570291777 1 1 280
"34" "{} => {1.1}" 0.0777188328912467 0.0777188328912467 1 1 293
"35" "{} => {3.1}" 0.0753315649867374 0.0753315649867374 1 1 284
"36" "{} => {1.3}" 0.0761273209549072 0.0761273209549072 1 1 287
"37" "{} => {3.9}" 0.0763925729442971 0.0763925729442971 1 1 288
"38" "{} => {4.8}" 0.0769230769230769 0.0769230769230769 1 1 290
"39" "{} => {3.3}" 0.083289124668435 0.083289124668435 1 1 314
